FREQUENT ITEMSET =====>  OCCORRENZE
('@justinbieber', 'away?', 'know,', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', '@matthunter123', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('!!', '"2', '10', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'letters', 'love', 'words')  ========>  14
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'letters', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'knowing?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'love', 'matt', 'words')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'u.')  ========>  13
('!!', '"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'matt', 'words')  ========>  14
('!!', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('away?', 'follow', 'knowing?', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('!!', '"2', '@matthunter123', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'love', 'person', '♥♥♥♥how')  ========>  13
('away?', 'know,', 'knowing?', 'love', 'me?', 'miles', 'person', 'u.')  ========>  13
('!!', '"2', '10', '@matthunter123', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('!!', '10', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'love', 'me?', 'miles', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'me?', 'person', 'u.')  ========>  13
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('barometer', 'humidity', 'mm.', 'rain', 'temperature', 'today', 'wind', '°c.')  ========>  8
('!!', '10', '@matthunter123', 'feeling:', 'letters', 'love', 'matt', 'words')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('(la', 'en', 'girls', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
('away?', 'know,', 'knowing?', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese')  ========>  18
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'person', 'u.', '♥♥♥♥how')  ========>  13
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love')  ========>  14
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'me?', 'miles', 'person', 'u.')  ========>  13
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('"2', '10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('!!', '"2', '10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'love', 'me?', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('@justinbieber', 'away?', 'know,', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):')  ========>  18
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
everyday  ========>  7
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('"2', '10', 'hunter".', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('away?', 'follow', 'know,', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
cashback  ========>  13
('!!', '"2', 'hunter".', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'know,', 'love', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'knowing?', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
watching  ========>  14
('!!', '"2', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'girls', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'know,', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'la', 'la):', '👉abraham')  ========>  18
('follow', 'know,', 'love', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'know,', 'knowing?', 'love', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo')  ========>  18
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('away?', 'know,', 'knowing?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('(la', 'en', 'estar', 'girls', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'knowing?', 'love', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '@matthunter123', 'hunter".', 'limit!', 'love', 'matt', 'words')  ========>  14
,realize  ========>  7
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', 'en', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'knowing?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'knowing?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('"2', '10', 'feeling:', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('2015', '@feriafitur', 'fitur', 'nelsoncarvalheiro', 'retweet', 'travelblogger', 'vote', 'world')  ========>  28
('"2', '10', '@matthunter123', 'feeling:', 'limit!', 'love', 'matt', 'words')  ========>  14
pictures  ========>  7
('!!', '"2', '10', '@matthunter123', 'feeling:', 'letters', 'love', 'matt')  ========>  14
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'hunter".', 'letters', 'matt', 'words')  ========>  14
harassed  ========>  7
('en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'la):', 'mateo', 'merese')  ========>  18
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'love')  ========>  14
('!!', '"2', 'feeling:', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'limit!', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'love', 'words')  ========>  14
('(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', '(la', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
humidity  ========>  17
('#viña2015', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '10', 'feeling:', 'hunter".', 'letters', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'know,', 'knowing?', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'merese', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'me?', 'miles', 'person')  ========>  13
('@justinbieber', 'away?', 'follow', 'know,', 'knowing?', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'know,', 'knowing?', 'love', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
('!!', '"2', '@matthunter123', 'feeling:', 'letters', 'limit!', 'love', 'matt')  ========>  14
('@justinbieber', 'away?', 'follow', 'know,', 'love', 'me?', 'miles', 'u.')  ========>  13
('#viña2015', '(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('!!', '10', '@matthunter123', 'feeling:', 'limit!', 'love', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('@justinbieber', 'follow', 'knowing?', 'love', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'girls', 'la', 'mateo', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('away?', 'follow', 'knowing?', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
('!!', '10', '@matthunter123', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'know,', 'me?', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'know,', 'knowing?', 'me?', 'miles', 'person', 'u.')  ========>  13
('(la', 'estar', 'girls', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'estar', 'girls', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
('en', 'estar', 'girls', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'knowing?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'know,', 'knowing?', 'love', 'miles', 'person', 'u.', '♥♥♥♥how')  ========>  13
('10', '@matthunter123', 'feeling:', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#viña2015', '(la', 'en', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('!!', '"2', '10', 'feeling:', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('"2', '10', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('!!', '"2', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'matt', 'words')  ========>  14
('!!', '"2', '10', '@matthunter123', 'feeling:', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', '(la', 'en', 'girls', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('!!', '"2', '10', 'feeling:', 'hunter".', 'letters', 'matt', 'words')  ========>  14
('#viña2015', '(la', 'en', 'estar', 'girls', 'la', 'la):', 'mateo')  ========>  18
('#3', '#getgarytonoonooswedding', '@garybarlow', 'days', 'harassed', 'make', 'relentlessly', 'tweeted')  ========>  8
#nursing  ========>  13
('!!', '@matthunter123', 'hunter".', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('(la', 'en', 'girls', 'http://t.co/8tttpri3ag', 'la', 'la):', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'me?', 'person', 'u.')  ========>  13
('!!', '"2', '10', 'hunter".', 'letters', 'limit!', 'love', 'matt')  ========>  14
('!!', '"2', 'feeling:', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'love', 'matt')  ========>  14
('"2', '10', '@matthunter123', 'hunter".', 'letters', 'limit!', 'matt', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', '(la', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la', '👉abraham')  ========>  18
('"2', '10', '@matthunter123', 'feeling:', 'hunter".', 'letters', 'limit!', 'matt')  ========>  14
('!!', '10', '@matthunter123', 'feeling:', 'hunter".', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'follow', 'know,', 'knowing?', 'me?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('(la', 'estar', 'http://t.co/8tttpri3ag', 'la', 'la):', 'mateo', 'merese', '👉abraham')  ========>  18
('!!', '10', 'hunter".', 'letters', 'limit!', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'away?', 'follow', 'knowing?', 'me?', 'person', 'u.', '♥♥♥♥how')  ========>  13
('@justinbieber', 'away?', 'follow', 'knowing?', 'love', 'miles', 'person', 'u.')  ========>  13
('@justinbieber', 'away?', 'know,', 'knowing?', 'me?', 'miles', 'u.', '♥♥♥♥how')  ========>  13
('!!', '"2', '10', 'hunter".', 'letters', 'limit!', 'love', 'words')  ========>  14
('#viña2015', 'en', 'estar', 'girls', 'la', 'la):', 'mateo', 'merese')  ========>  18
('#viña2015', 'en', 'estar', 'girls', 'http://t.co/8tttpri3ag', 'la):', 'mateo', 'merese')  ========>  18
('!!', '"2', '10', '@matthunter123', 'hunter".', 'limit!', 'love', 'words')  ========>  14
('#viña2015', '(la', 'en', 'girls', 'la', 'la):', 'mateo', '👉abraham')  ========>  18
